room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
Entire home/apt,15,2,10,5,4,0,54
Entire home/apt,4,44,17,4.5,6,2,60
Entire home/apt,4,43,2,0,2,0,60
Entire home/apt,7,13,61,4.5,2,1,60
Entire home/apt,15,2,47,4,2,1,47
Entire home/apt,12,20,8,4.5,6,0,60
Entire home/apt,15,1,24,4.5,6,1,52
Entire home/apt,15,2,9,4.5,2,0,57
Entire home/apt,4,37,0,0,3,1,55
Entire home/apt,4,39,33,4.5,4,2,59
Entire home/apt,4,45,8,5,4,0,60
Entire home/apt,4,39,10,4.5,3,0,60
Entire home/apt,15,2,128,4.5,4,2,54
Entire home/apt,15,2,334,5,4,1,46
Entire home/apt,4,40,67,5,4,1,54
Entire home/apt,4,42,1,0,2,1,57
Entire home/apt,4,31,1,0,3,2,61
Entire home/apt,4,24,1,0,3,1,54
Entire home/apt,12,20,124,5,2,1,54
Entire home/apt,4,32,10,4.5,3,1,45
Entire home/apt,4,45,151,4.5,4,2,60
Entire home/apt,15,1,65,4.5,2,1,60
Entire home/apt,4,37,3,4.5,2,0,60
Entire home/apt,4,47,68,4.5,2,1,54
Entire home/apt,4,44,44,5,2,0,60
Entire home/apt,4,44,20,5,4,2,47
Entire home/apt,4,37,3,4.5,4,1,60
Entire home/apt,4,45,0,0,6,0,59
Entire home/apt,15,1,47,4,5,2,47
Entire home/apt,4,41,54,5,6,2,60
Entire home/apt,15,1,44,5,7,2,60
Entire home/apt,4,26,11,5,4,2,60
Entire home/apt,4,36,8,5,6,3,59
Entire home/apt,4,36,6,4.5,3,1,60
Entire home/apt,4,47,40,5,4,1,60
Entire home/apt,7,9,81,5,4,1,45
Entire home/apt,4,31,74,4.5,4,1,47
Entire home/apt,4,43,64,4.5,2,1,47
Entire home/apt,4,45,28,5,4,1,47
Entire home/apt,4,47,1,0,4,1,60
Entire home/apt,15,2,296,4.5,2,1,50
Entire home/apt,4,39,104,4.5,4,1,60
Entire home/apt,15,1,19,5,2,1,46
Entire home/apt,4,34,4,5,4,1,60
Entire home/apt,15,1,19,5,4,1,46
Entire home/apt,15,1,53,5,4,1,47
Entire home/apt,15,2,15,5,2,0,59
Entire home/apt,4,37,15,5,3,1,60
Entire home/apt,15,2,12,5,2,1,54
Entire home/apt,8,1,0,0,4,1,50
Entire home/apt,4,35,39,4.5,4,1,60
Entire home/apt,15,1,8,4,4,1,59
Entire home/apt,4,46,110,5,4,1,60
Entire home/apt,4,39,18,4.5,2,1,47
Entire home/apt,15,1,124,4.5,4,1,54
Entire home/apt,4,41,18,4.5,3,0,44
Entire home/apt,8,2,0,0,3,1,47
Entire home/apt,4,46,88,5,3,1,54
Entire home/apt,4,37,27,4.5,2,1,54
Entire home/apt,4,47,56,5,4,1,60
Entire home/apt,4,41,8,5,2,0,47
Entire home/apt,4,44,73,5,2,1,54
Entire home/apt,15,2,62,5,2,1,59
Entire home/apt,7,8,34,4,4,2,54
Entire home/apt,4,41,85,5,4,1,55
Entire home/apt,12,15,27,4.5,5,1,60
Entire home/apt,12,15,57,5,4,1,47
Entire home/apt,12,15,26,5,4,1,60
Entire home/apt,12,19,42,4.5,5,1,60
Entire home/apt,12,18,65,4,3,1,45
Entire home/apt,12,10,50,4,3,2,45
Entire home/apt,12,15,23,5,5,2,62
Entire home/apt,12,15,66,5,3,0,45
Entire home/apt,12,15,18,4.5,4,1,60
Entire home/apt,12,11,1,0,4,1,60
Entire home/apt,12,15,277,4.5,4,1,56
Entire home/apt,12,15,52,5,3,1,60
Entire home/apt,12,15,75,4.5,2,1,47
Entire home/apt,12,13,136,4.5,4,1,61
Entire home/apt,12,15,46,5,3,1,54
Entire home/apt,2,11,40,5,4,1,59
Entire home/apt,12,13,1,0,2,1,50
Entire home/apt,12,15,1,0,3,0,62
Entire home/apt,12,18,70,5,3,1,57
Entire home/apt,12,15,20,4.5,2,1,60
Entire home/apt,12,15,111,4.5,3,0,54
Entire home/apt,12,13,23,5,4,0,47
Entire home/apt,12,16,0,0,3,1,54
Entire home/apt,12,16,3,4.5,3,1,54
Entire home/apt,12,16,111,5,4,2,54
Entire home/apt,12,17,1,0,4,1,60
Entire home/apt,2,34,2,0,2,0,44
Entire home/apt,2,33,0,0,4,1,45
Entire home/apt,2,31,26,4,2,0,60
Entire home/apt,12,21,29,4.5,4,1,48
Entire home/apt,2,28,1,0,4,1,60
Entire home/apt,2,20,3,4.5,2,0,59
Entire home/apt,2,33,36,5,5,2,60
Entire home/apt,12,17,2,0,3,1,54
Entire home/apt,2,34,1,0,4,1,47
Entire home/apt,2,26,1,0,4,3,60
Entire home/apt,12,17,51,5,4,1,62
Entire home/apt,2,34,169,5,4,1,53
Entire home/apt,2,42,10,5,2,0,47
Entire home/apt,12,18,6,4,2,0,54
Entire home/apt,2,47,6,5,4,0,59
Entire home/apt,12,19,92,4.5,4,2,45
Entire home/apt,12,13,4,4.5,6,1,59
Entire home/apt,2,33,37,5,4,1,54
Entire home/apt,2,42,18,5,2,1,60
Entire home/apt,14,2,17,5,2,1,43
Entire home/apt,2,42,2,0,2,0,60
Entire home/apt,12,15,6,5,3,1,47
Entire home/apt,14,2,6,5,2,1,54
Entire home/apt,12,16,48,5,4,0,60
Entire home/apt,12,16,13,4.5,2,1,46
Entire home/apt,14,1,16,5,4,0,62
Entire home/apt,14,1,69,4.5,3,1,61
Entire home/apt,12,19,19,4.5,4,1,57
Entire home/apt,12,15,7,4.5,5,2,60
Entire home/apt,12,22,0,0,2,1,62
Entire home/apt,2,39,119,4.5,8,2,60
Entire home/apt,12,20,72,4.5,3,2,60
Entire home/apt,12,13,68,4.5,3,2,56
Entire home/apt,12,18,86,4.5,4,1,47
Entire home/apt,12,16,0,0,4,1,60
Entire home/apt,12,16,1,0,7,3,54
Entire home/apt,14,1,41,5,4,1,47
Entire home/apt,2,34,75,5,3,1,47
Entire home/apt,12,19,98,5,3,0,54
Entire home/apt,14,2,87,4.5,4,2,59
Entire home/apt,12,16,5,4.5,3,1,47
Entire home/apt,12,20,5,5,3,1,54
Entire home/apt,2,34,44,5,4,1,62
Entire home/apt,12,16,11,5,4,1,59
Entire home/apt,12,19,18,4.5,4,1,57
Entire home/apt,2,41,223,4.5,3,1,55
Entire home/apt,12,19,45,4.5,3,0,54
Entire home/apt,2,34,183,5,4,1,59
Entire home/apt,2,42,14,5,3,1,52
Entire home/apt,12,15,259,4.5,4,1,60
Entire home/apt,2,25,8,4,5,0,54
Entire home/apt,2,39,2,0,2,0,55
Entire home/apt,12,22,3,4.5,3,0,61
Entire home/apt,12,16,47,5,2,1,50
Entire home/apt,12,22,201,5,2,1,47
Entire home/apt,12,22,26,4.5,4,0,60
Entire home/apt,12,21,79,5,3,1,52
Entire home/apt,12,21,0,0,2,1,47
Entire home/apt,2,41,183,5,3,1,47
Entire home/apt,12,18,10,4,2,1,54
Entire home/apt,2,25,0,0,4,2,47
Entire home/apt,12,19,32,4.5,4,2,56
Entire home/apt,12,22,0,0,7,3,46
Entire home/apt,2,34,155,5,4,1,59
Entire home/apt,2,34,12,5,4,1,59
Entire home/apt,12,19,0,0,3,0,62
Entire home/apt,2,47,72,5,7,3,47
Entire home/apt,14,2,82,4.5,2,1,47
Entire home/apt,12,19,82,5,2,1,60
Entire home/apt,2,42,41,4,4,1,48
Entire home/apt,12,17,165,4.5,2,1,60
Entire home/apt,12,21,1,0,4,1,60
Entire home/apt,8,5,3,4.5,4,1,60
Entire home/apt,8,4,80,5,3,1,53
Entire home/apt,13,2,10,5,3,1,60
Entire home/apt,13,4,10,5,3,0,54
Entire home/apt,13,2,3,4.5,2,0,60
Entire home/apt,8,6,19,4.5,3,1,60
Entire home/apt,15,3,15,4,5,2,62
Entire home/apt,14,1,56,5,4,1,60
Entire home/apt,13,2,5,3.5,4,1,53
Entire home/apt,13,3,0,0,3,0,60
Entire home/apt,13,3,7,5,4,0,61
Entire home/apt,8,3,70,4,6,2,47
Entire home/apt,13,4,36,5,3,0,53
Entire home/apt,13,4,165,5,4,1,62
Entire home/apt,8,3,43,4.5,2,1,60
Entire home/apt,13,4,36,4.5,3,0,53
Entire home/apt,13,4,256,5,6,2,55
Entire home/apt,13,2,54,4.5,3,1,60
Entire home/apt,15,5,3,4.5,3,1,60
Entire home/apt,8,6,199,5,4,2,54
Entire home/apt,13,2,39,5,4,1,59
Entire home/apt,14,7,150,4.5,6,2,59
Entire home/apt,14,8,4,4.5,4,1,59
Entire home/apt,15,5,0,0,2,1,50
Entire home/apt,15,3,5,5,4,1,60
Entire home/apt,15,1,29,4.5,6,2,47
Entire home/apt,15,3,55,5,6,1,60
Entire home/apt,15,5,50,5,4,1,54
Entire home/apt,13,4,168,5,4,1,60
Entire home/apt,13,4,90,5,4,1,60
Entire home/apt,15,4,184,4.5,2,0,47
Entire home/apt,13,2,116,5,6,3,60
Entire home/apt,13,2,151,4.5,4,1,46
Entire home/apt,14,6,47,5,4,1,60
Entire home/apt,15,5,13,5,2,0,62
Entire home/apt,13,4,39,4.5,3,1,52
Entire home/apt,14,1,227,4.5,2,1,50
Entire home/apt,15,4,48,4,4,1,50
Entire home/apt,15,4,30,4.5,2,1,53
Entire home/apt,13,4,207,5,6,2,55
Entire home/apt,4,46,2,0,4,1,62
Entire home/apt,8,1,16,4.5,4,2,47
Entire home/apt,8,2,66,4.5,4,0,47
Entire home/apt,15,2,43,4,6,2,46
Entire home/apt,15,2,194,4.5,4,1,47
Entire home/apt,15,2,246,4.5,4,1,54
Entire home/apt,12,7,62,4.5,2,1,60
Entire home/apt,15,2,99,4.5,4,1,47
Entire home/apt,13,1,36,5,2,1,43
Entire home/apt,15,5,44,4,2,1,54
Entire home/apt,4,40,23,4.5,4,1,54
Entire home/apt,8,3,7,4,4,1,56
Entire home/apt,8,3,49,5,3,0,60
Entire home/apt,8,3,18,4.5,4,1,47
Entire home/apt,7,13,89,5,8,3,60
Entire home/apt,14,1,139,4.5,3,1,45
Entire home/apt,13,2,255,5,4,1,54
Entire home/apt,14,8,87,5,5,1,60
Entire home/apt,14,2,0,0,4,2,47
Entire home/apt,14,9,52,4,2,1,53
Entire home/apt,14,8,282,4.5,2,1,50
Entire home/apt,12,15,0,0,4,1,59
Entire home/apt,14,6,56,5,2,0,54
Entire home/apt,12,20,40,4.5,3,1,54
Entire home/apt,2,46,24,5,4,1,60
Entire home/apt,14,8,0,0,4,2,50
Entire home/apt,14,8,35,5,5,1,59
Entire home/apt,14,2,112,5,4,1,60
Entire home/apt,14,8,128,5,2,0,54
Entire home/apt,12,20,1,0,3,1,54
Entire home/apt,12,19,2,0,3,1,54
Entire home/apt,12,18,14,4.5,2,0,46
Entire home/apt,12,15,5,4,4,0,60
Entire home/apt,12,16,8,4,4,1,54
Entire home/apt,2,41,0,0,2,1,47
Entire home/apt,2,41,20,4.5,3,0,54
Entire home/apt,2,11,6,4.5,4,1,46
Entire home/apt,2,42,3,5,4,2,60
Entire home/apt,2,49,22,4.5,4,1,54
Entire home/apt,2,20,35,5,2,1,46
Entire home/apt,2,43,11,5,4,0,60
Entire home/apt,2,49,8,5,3,1,56
Entire home/apt,2,49,20,4,4,1,54
Entire home/apt,2,46,7,4,4,1,60
Entire home/apt,13,2,18,5,6,2,59
Entire home/apt,14,8,1,0,4,1,60
Entire home/apt,13,1,66,5,4,1,41
Entire home/apt,14,4,74,4.5,4,1,55
Entire home/apt,15,4,169,5,5,1,62
Entire home/apt,14,9,30,3.5,2,1,47
Entire home/apt,14,8,13,5,4,2,52
Entire home/apt,13,2,37,5,3,1,54
Entire home/apt,8,6,31,4,2,1,54
Entire home/apt,13,2,9,5,4,1,47
Entire home/apt,13,3,32,4.5,4,1,48
Entire home/apt,14,4,25,4.5,5,1,47
Entire home/apt,13,4,4,5,4,0,60
Entire home/apt,14,9,11,5,3,1,53
Entire home/apt,13,1,100,4.5,3,1,47
Entire home/apt,15,5,178,4.5,4,0,48
Entire home/apt,13,4,21,5,4,1,53
Entire home/apt,15,5,1,0,2,1,62
Entire home/apt,14,6,27,4.5,2,1,54
Entire home/apt,3,49,1,0,2,0,60
Entire home/apt,8,1,12,4.5,4,1,62
Entire home/apt,8,5,6,4.5,4,1,54
Entire home/apt,8,1,2,0,2,0,60
Entire home/apt,7,7,0,0,5,2,60
Entire home/apt,7,10,4,5,2,0,54
Entire home/apt,7,15,2,0,4,2,47
Entire home/apt,7,14,0,0,6,3,60
Entire home/apt,7,7,36,5,6,2,56
Entire home/apt,15,3,0,0,2,1,54
Entire home/apt,7,15,3,4.5,4,1,60
Entire home/apt,7,12,56,5,4,1,44
Entire home/apt,15,3,59,5,4,1,55
Entire home/apt,4,46,3,4.5,4,1,60
Entire home/apt,8,4,102,4.5,3,1,60
Entire home/apt,7,8,0,0,4,1,54
Entire home/apt,8,4,53,4.5,2,0,59
Entire home/apt,7,15,61,4.5,6,3,62
Entire home/apt,7,9,8,4.5,7,2,62
Entire home/apt,7,12,11,5,2,1,47
Entire home/apt,7,10,3,5,5,2,59
Entire home/apt,8,2,141,5,3,1,54
Entire home/apt,7,13,3,5,6,2,60
Entire home/apt,7,15,16,5,4,2,55
Entire home/apt,8,4,15,5,3,0,60
Entire home/apt,7,15,91,4.5,3,0,60
Entire home/apt,8,2,42,4.5,2,0,60
Entire home/apt,7,6,41,4.5,4,1,60
Entire home/apt,7,10,1,0,4,1,60
Entire home/apt,7,13,27,4.5,2,1,47
Entire home/apt,7,15,7,4.5,3,1,54
Entire home/apt,7,13,20,5,4,1,60
Entire home/apt,15,1,74,5,4,1,60
Entire home/apt,15,5,187,5,2,1,60
Entire home/apt,8,3,107,5,7,2,60
Entire home/apt,15,3,7,4,4,2,47
Entire home/apt,15,1,15,4.5,4,0,62
Entire home/apt,15,2,0,0,2,1,47
Entire home/apt,14,1,5,5,2,1,60
Entire home/apt,15,2,7,4,1,0,47
Entire home/apt,15,5,118,4.5,2,0,62
Entire home/apt,8,4,36,4.5,4,1,62
Entire home/apt,15,2,39,4.5,4,1,62
Entire home/apt,15,5,3,4.5,2,1,59
Entire home/apt,15,3,5,4,6,2,60
Entire home/apt,15,1,92,5,6,2,47
Entire home/apt,14,6,22,4.5,3,0,60
Entire home/apt,4,46,114,5,4,1,54
Entire home/apt,15,4,76,4.5,4,1,54
Entire home/apt,15,1,15,5,4,2,47
Entire home/apt,15,2,234,4.5,2,1,45
Entire home/apt,8,6,3,5,2,1,61
Entire home/apt,15,5,2,0,4,1,59
Entire home/apt,15,4,13,4.5,2,0,47
Entire home/apt,15,4,144,4.5,2,0,60
Entire home/apt,15,2,58,5,2,1,57
Entire home/apt,8,6,9,5,4,2,60
Entire home/apt,15,3,47,5,2,0,60
Entire home/apt,15,3,2,0,3,0,52
Entire home/apt,8,3,8,5,2,1,60
Entire home/apt,8,3,169,4.5,4,1,54
Entire home/apt,15,3,8,5,4,1,47
Entire home/apt,15,3,31,4.5,2,1,60
Entire home/apt,15,5,216,4.5,2,1,52
Entire home/apt,12,17,4,5,3,0,60
Entire home/apt,2,47,271,5,4,1,47
Entire home/apt,2,39,131,4.5,6,2,47
Entire home/apt,2,35,0,0,4,2,60
Entire home/apt,3,49,0,0,5,2,60
Entire home/apt,2,32,0,0,4,1,60
Entire home/apt,2,35,2,0,5,2,50
Entire home/apt,3,46,0,0,3,0,60
Entire home/apt,2,43,3,4.5,4,2,57
Entire home/apt,2,36,17,4,3,1,54
Entire home/apt,2,35,1,0,6,2,55
Entire home/apt,2,43,1,0,5,1,60
Entire home/apt,2,33,4,5,4,1,46
Entire home/apt,2,43,10,5,2,0,60
Entire home/apt,2,40,125,4.5,5,2,60
Entire home/apt,2,35,32,4.5,2,1,43
Entire home/apt,2,38,22,5,4,2,60
Entire home/apt,2,37,10,4,5,2,57
Entire home/apt,2,32,1,0,6,2,54
Entire home/apt,2,38,0,0,4,2,55
Entire home/apt,12,11,7,4.5,2,1,60
Entire home/apt,12,11,2,0,4,1,46
Entire home/apt,2,17,0,0,4,2,60
Entire home/apt,12,9,1,0,2,1,45
Entire home/apt,12,14,1,0,5,2,47
Entire home/apt,12,12,0,0,1,0,47
Entire home/apt,2,22,0,0,3,1,54
Entire home/apt,2,25,8,4.5,2,0,59
Entire home/apt,2,25,26,4,9,5,46
Entire home/apt,12,12,5,5,4,2,60
Entire home/apt,2,31,16,4.5,6,2,60
Entire home/apt,2,25,4,5,4,2,54
Entire home/apt,12,11,37,4.5,4,1,60
Entire home/apt,12,7,1,0,2,1,54
Entire home/apt,12,6,2,0,2,1,54
Entire home/apt,12,10,4,5,5,3,60
Entire home/apt,12,13,15,4.5,6,2,59
Entire home/apt,12,12,6,4.5,4,1,59
Entire home/apt,12,13,5,4.5,4,1,47
Entire home/apt,2,25,8,4,5,2,60
Entire home/apt,12,13,0,0,2,1,43
Entire home/apt,12,12,3,4.5,4,1,60
Entire home/apt,12,6,15,4,2,0,54
Entire home/apt,12,13,54,4.5,4,1,55
Entire home/apt,2,20,6,4.5,4,1,60
Entire home/apt,12,9,10,4.5,5,2,60
Entire home/apt,12,6,13,4,3,1,54
Entire home/apt,12,14,3,4.5,2,1,47
Entire home/apt,12,14,9,4,6,3,60
Entire home/apt,12,12,5,4.5,4,1,47
Entire home/apt,12,11,9,4,4,1,48
Entire home/apt,12,9,116,5,4,1,47
Entire home/apt,2,20,0,0,4,1,60
Entire home/apt,2,30,46,4.5,6,2,45
Entire home/apt,12,12,27,5,3,0,62
Entire home/apt,2,11,58,5,4,2,60
Entire home/apt,12,9,11,4.5,4,1,50
Entire home/apt,12,11,7,5,2,1,60
Entire home/apt,12,14,111,4.5,4,2,46
Entire home/apt,12,11,4,5,2,1,54
Entire home/apt,2,25,1,0,4,0,47
Entire home/apt,12,13,35,5,2,1,54
Entire home/apt,2,11,44,4.5,4,1,45
Entire home/apt,12,13,64,4.5,4,1,45
Entire home/apt,12,11,0,0,4,0,60
Entire home/apt,12,6,0,0,6,2,47
Entire home/apt,2,11,2,0,4,2,60
Entire home/apt,2,11,0,0,7,3,54
Entire home/apt,2,11,2,0,4,0,60
Entire home/apt,2,24,124,5,4,2,60
Entire home/apt,2,24,3,5,5,2,60
Entire home/apt,2,34,74,4.5,6,2,47
Entire home/apt,12,16,71,5,2,1,59
Entire home/apt,12,13,39,4.5,8,4,54
Entire home/apt,12,22,6,5,2,0,60
Entire home/apt,12,22,220,5,3,1,43
Entire home/apt,12,18,15,4.5,3,1,54
Entire home/apt,12,22,52,4.5,4,1,60
Entire home/apt,12,14,21,4.5,3,1,50
Entire home/apt,12,22,141,4.5,2,0,60
Entire home/apt,12,22,123,5,3,0,45
Entire home/apt,2,20,57,5,4,2,62
Entire home/apt,12,21,1,0,3,0,62
Entire home/apt,2,31,11,4.5,5,2,60
Entire home/apt,2,25,9,3.5,4,1,54
Entire home/apt,12,14,14,4,5,1,54
Entire home/apt,12,22,157,5,2,1,60
Entire home/apt,12,19,4,4.5,2,1,60
Entire home/apt,2,39,180,4.5,3,1,54
Entire home/apt,2,39,48,4.5,2,0,46
Entire home/apt,2,40,49,4.5,6,1,59
Entire home/apt,12,21,32,4.5,7,2,56
Entire home/apt,2,39,0,0,2,1,60
Entire home/apt,12,20,51,4.5,3,1,55
Entire home/apt,2,29,2,0,4,2,47
Entire home/apt,2,34,75,4.5,4,1,60
Entire home/apt,2,35,81,5,4,2,45
Entire home/apt,12,20,18,5,4,1,54
Entire home/apt,2,36,3,4.5,3,0,47
Entire home/apt,2,35,103,4.5,4,1,55
Entire home/apt,12,19,15,4.5,4,2,60
Entire home/apt,12,17,6,5,4,1,60
Entire home/apt,2,42,77,4.5,5,2,48
Entire home/apt,12,19,277,4.5,2,0,59
Entire home/apt,2,34,50,5,4,1,60
Entire home/apt,2,30,10,4.5,4,1,59
Entire home/apt,2,34,2,0,4,1,50
Entire home/apt,2,30,102,5,4,1,47
Entire home/apt,2,39,18,4,4,1,47
Entire home/apt,2,19,1,0,4,2,60
Entire home/apt,12,16,94,5,2,0,47
Entire home/apt,2,20,9,5,4,1,60
Entire home/apt,2,23,21,5,6,2,60
Entire home/apt,12,21,0,0,5,2,54
Entire home/apt,2,36,55,4.5,7,2,54
Entire home/apt,2,29,9,4.5,4,1,46
Entire home/apt,12,11,193,4.5,2,1,44
Entire home/apt,12,19,93,5,4,1,60
Entire home/apt,2,41,62,4.5,2,0,44
Entire home/apt,2,41,2,0,2,1,60
Entire home/apt,2,20,8,5,5,2,47
Entire home/apt,12,17,45,4.5,2,1,60
Entire home/apt,12,22,213,5,2,0,46
Entire home/apt,12,16,112,5,2,0,47
Entire home/apt,2,30,23,5,3,1,62
Entire home/apt,2,29,6,5,6,3,47
Entire home/apt,12,22,9,5,2,0,47
Entire home/apt,2,33,5,4.5,6,2,60
Entire home/apt,2,34,57,5,3,1,60
Entire home/apt,2,41,9,5,4,2,54
Entire home/apt,2,43,85,5,2,0,46
Entire home/apt,2,30,2,0,2,1,56
Entire home/apt,2,23,3,5,3,1,45
Entire home/apt,4,27,23,5,6,3,62
Entire home/apt,12,5,45,5,4,1,44
Entire home/apt,12,8,2,0,5,2,62
Entire home/apt,4,33,19,4.5,4,0,61
Entire home/apt,4,35,9,4.5,5,2,60
Entire home/apt,4,36,2,0,4,1,60
Entire home/apt,4,37,15,5,6,2,57
Entire home/apt,4,30,168,5,6,2,60
Entire home/apt,12,8,2,0,4,2,62
Entire home/apt,4,30,1,0,2,1,59
Entire home/apt,4,37,8,5,2,0,60
Entire home/apt,4,34,0,0,4,1,60
Entire home/apt,4,30,1,0,2,1,59
Entire home/apt,10,80,2,0,6,3,59
Entire home/apt,3,13,0,0,6,3,60
Entire home/apt,10,55,1,0,6,2,62
Entire home/apt,10,73,12,5,6,2,60
Entire home/apt,10,82,2,0,4,2,57
Entire home/apt,2,16,1,0,4,1,47
Entire home/apt,2,3,0,0,4,2,47
Entire home/apt,12,1,15,4.5,3,2,46
Entire home/apt,2,11,21,4.5,5,2,60
Entire home/apt,10,86,7,4.5,4,1,60
Entire home/apt,10,75,0,0,2,1,60
Entire home/apt,2,11,15,4.5,4,2,60
Entire home/apt,2,15,20,5,5,2,56
Entire home/apt,2,15,8,5,5,2,54
Entire home/apt,2,11,17,4.5,4,2,60
Entire home/apt,2,3,1,0,4,1,43
Entire home/apt,2,14,96,4.5,6,3,60
Entire home/apt,2,9,34,4.5,6,2,54
Entire home/apt,12,4,52,4.5,6,3,54
Entire home/apt,12,19,5,5,2,0,47
Entire home/apt,12,13,0,0,2,0,47
Entire home/apt,4,44,3,4.5,4,1,53
Entire home/apt,2,11,4,5,4,2,48
Entire home/apt,12,6,40,4.5,6,1,47
Entire home/apt,2,20,16,4.5,4,1,47
Entire home/apt,12,21,31,4.5,2,0,61
Entire home/apt,12,14,4,5,5,1,59
Entire home/apt,15,1,27,5,4,1,57
Entire home/apt,12,6,75,4.5,5,1,59
Entire home/apt,15,1,18,5,2,1,56
Entire home/apt,4,44,98,4.5,3,1,44
Entire home/apt,12,16,15,4.5,2,1,46
Entire home/apt,10,82,2,0,4,0,60
Entire home/apt,2,25,1,0,4,2,54
Entire home/apt,4,39,5,5,3,2,54
Entire home/apt,12,6,32,5,6,3,60
Entire home/apt,12,13,15,5,4,0,47
Entire home/apt,4,41,0,0,5,2,47
Entire home/apt,12,12,4,4.5,6,2,55
Entire home/apt,12,13,19,4.5,4,1,60
Entire home/apt,12,15,36,4,5,2,60
Entire home/apt,4,33,18,5,3,1,46
Entire home/apt,4,45,1,0,4,1,60
Entire home/apt,12,13,9,5,4,1,55
Entire home/apt,12,13,29,5,4,1,59
Entire home/apt,12,12,81,4.5,3,1,55
Entire home/apt,12,12,20,4.5,4,1,60
Entire home/apt,4,43,153,4.5,2,1,60
Entire home/apt,2,11,0,0,4,2,59
Entire home/apt,12,6,47,4.5,2,1,47
Entire home/apt,12,13,72,5,4,1,54
Entire home/apt,12,9,71,4,4,1,50
Entire home/apt,12,13,62,5,4,1,60
Entire home/apt,12,12,0,0,3,1,60
Entire home/apt,12,12,11,4.5,3,2,56
Entire home/apt,2,30,14,5,3,1,54
Entire home/apt,4,42,0,0,4,1,59
Entire home/apt,12,11,2,0,1,0,44
Entire home/apt,4,47,185,4.5,6,2,44
Entire home/apt,12,6,35,5,2,0,52
Entire home/apt,12,12,7,5,6,3,60
Entire home/apt,4,33,31,4.5,4,1,60
Entire home/apt,12,12,17,4.5,4,1,60
Entire home/apt,12,15,26,4.5,2,0,55
Entire home/apt,2,12,14,4,4,1,44
Entire home/apt,12,15,21,5,4,1,55
Entire home/apt,12,9,31,5,4,0,61
Entire home/apt,4,47,18,5,2,1,47
Entire home/apt,2,11,117,5,4,2,53
Entire home/apt,2,13,54,4.5,3,2,54
Entire home/apt,4,42,17,5,2,0,45
Entire home/apt,4,41,22,5,4,1,54
Entire home/apt,15,1,42,4.5,2,1,60
Entire home/apt,8,2,51,4.5,2,1,54
Entire home/apt,12,15,33,5,2,0,55
Entire home/apt,12,19,15,5,5,0,46
Entire home/apt,12,17,0,0,2,0,60
Entire home/apt,12,18,2,0,2,0,46
Entire home/apt,12,19,8,5,4,0,46
Entire home/apt,12,18,9,4.5,2,0,46
Entire home/apt,12,18,8,5,4,0,60
Entire home/apt,12,19,0,0,5,1,57
Entire home/apt,12,19,24,5,2,1,60
Entire home/apt,12,19,3,4,4,1,47
Entire home/apt,12,19,13,4.5,2,0,54
Entire home/apt,12,19,8,4.5,4,1,62
Entire home/apt,14,5,60,5,4,1,47
Entire home/apt,12,15,19,5,4,2,60
Entire home/apt,14,1,160,4.5,5,2,60
Entire home/apt,12,21,8,5,4,1,47
Entire home/apt,14,7,0,0,4,1,60
Entire home/apt,14,5,17,4.5,2,0,54
Entire home/apt,14,5,70,5,4,1,47
Entire home/apt,12,18,6,5,3,0,46
Entire home/apt,14,5,50,5,4,1,60
Entire home/apt,14,1,12,4.5,4,0,62
Entire home/apt,14,5,65,5,3,0,46
Entire home/apt,14,2,148,4.5,5,2,54
Entire home/apt,14,5,14,4.5,4,1,54
Entire home/apt,12,19,2,0,4,2,47
Entire home/apt,12,19,104,5,4,0,57
Entire home/apt,14,4,56,4.5,2,0,45
Entire home/apt,12,18,3,4,3,1,54
Entire home/apt,12,19,83,4.5,3,0,57
Entire home/apt,12,22,112,4.5,4,1,47
Entire home/apt,12,20,35,4.5,2,0,54
Entire home/apt,14,1,12,4,6,2,47
Entire home/apt,14,5,1,0,4,1,60
Entire home/apt,14,5,16,4.5,4,1,54
Entire home/apt,14,2,232,4.5,4,1,50
Entire home/apt,14,1,60,4.5,3,1,61
Entire home/apt,14,5,7,4.5,4,1,47
Entire home/apt,12,20,187,4.5,5,2,45
Entire home/apt,14,2,43,5,4,1,61
Entire home/apt,12,22,5,3,4,0,46
Entire home/apt,12,22,10,4.5,2,0,60
Entire home/apt,2,42,64,4.5,2,1,47
Entire home/apt,2,42,151,5,4,2,47
Entire home/apt,12,21,8,4.5,4,0,60
Entire home/apt,2,44,6,4.5,4,2,55
Entire home/apt,14,3,88,5,2,1,60
Entire home/apt,14,3,158,5,2,1,60
Entire home/apt,2,40,12,4.5,4,1,60
Entire home/apt,2,39,7,4.5,2,1,47
Entire home/apt,2,40,16,5,4,1,54
Entire home/apt,2,36,16,5,3,0,60
Entire home/apt,2,42,0,0,2,0,60
Entire home/apt,2,43,8,5,2,0,47
Entire home/apt,14,3,66,5,2,0,60
Entire home/apt,2,44,9,4.5,2,0,57
Entire home/apt,2,44,2,0,3,1,54
Entire home/apt,2,44,25,4,5,2,60
Entire home/apt,2,41,2,0,4,1,60
Entire home/apt,2,49,4,4.5,4,2,56
Entire home/apt,12,21,17,5,2,1,57
Entire home/apt,2,42,31,4.5,2,0,60
Entire home/apt,12,20,7,4.5,2,1,47
