room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
Entire home/apt,12,10,0,0,6,2,95
Entire home/apt,4,46,73,5,3,1,83
Entire home/apt,2,25,18,4.5,3,1,83
Entire home/apt,12,18,0,0,6,3,95
Entire home/apt,15,1,5,5,2,1,101
Entire home/apt,12,18,2,0,4,1,95
Entire home/apt,4,43,14,5,4,1,83
Entire home/apt,12,13,0,0,4,2,101
Entire home/apt,12,11,0,0,4,1,95
Entire home/apt,2,17,2,0,4,2,90
Entire home/apt,12,17,2,0,3,1,83
Entire home/apt,15,1,8,5,4,1,83
Entire home/apt,12,17,2,0,2,1,83
Entire home/apt,12,14,1,0,2,1,95
Entire home/apt,12,15,24,5,6,2,95
Entire home/apt,4,47,15,4,4,2,101
Entire home/apt,12,16,0,0,2,0,94
Entire home/apt,4,43,2,0,4,0,95
Entire home/apt,7,8,113,4.5,6,2,90
Entire home/apt,12,17,8,5,4,1,102
Entire home/apt,12,11,0,0,4,2,83
Entire home/apt,12,17,21,5,4,2,89
Entire home/apt,12,18,11,4.5,2,0,83
Entire home/apt,12,16,0,0,2,0,101
Entire home/apt,12,15,27,4.5,7,3,95
Entire home/apt,8,1,60,5,5,2,83
Entire home/apt,12,17,16,5,6,2,85
Entire home/apt,12,13,0,0,4,1,95
Entire home/apt,2,28,0,0,4,1,101
Entire home/apt,2,33,21,4.5,8,3,85
Entire home/apt,2,34,9,4.5,3,0,83
Entire home/apt,12,8,0,0,4,1,101
Entire home/apt,12,15,7,5,4,1,101
Entire home/apt,12,11,0,0,4,1,95
Entire home/apt,2,25,63,5,6,3,83
Entire home/apt,4,41,14,5,4,2,90
Entire home/apt,12,16,13,5,2,0,85
Entire home/apt,12,13,0,0,3,1,90
Entire home/apt,4,39,0,0,3,1,101
Entire home/apt,12,14,80,4.5,6,2,101
Entire home/apt,12,14,15,5,10,4,90
Entire home/apt,12,5,32,4.5,6,3,99
Entire home/apt,12,8,0,0,3,1,101
Entire home/apt,15,1,114,5,2,1,95
Entire home/apt,15,1,2,0,4,2,95
Entire home/apt,2,18,0,0,4,2,90
Entire home/apt,12,17,2,0,3,0,90
Entire home/apt,4,39,0,0,3,1,101
Entire home/apt,12,13,1,0,4,1,101
Entire home/apt,12,19,3,5,2,1,95
Entire home/apt,14,3,2,0,4,1,83
Entire home/apt,15,3,77,5,5,2,90
Entire home/apt,12,20,0,0,2,0,95
Entire home/apt,12,16,33,4.5,10,3,94
Entire home/apt,2,13,21,4.5,4,2,90
Entire home/apt,14,8,8,4.5,4,2,94
Entire home/apt,2,34,0,0,4,1,95
Entire home/apt,13,2,63,4.5,8,2,101
Entire home/apt,12,13,6,5,6,4,90
Entire home/apt,14,4,136,5,6,2,83
Entire home/apt,2,36,25,4.5,4,1,83
Entire home/apt,12,18,71,5,4,1,90
Entire home/apt,3,36,0,0,4,1,90
Entire home/apt,12,17,11,5,3,1,83
Entire home/apt,14,1,11,5,3,1,90
Entire home/apt,12,22,0,0,5,1,95
Entire home/apt,2,41,17,4.5,3,1,83
Entire home/apt,15,5,73,4,6,4,83
Entire home/apt,14,6,37,5,4,1,83
Entire home/apt,13,2,33,5,5,1,83
Entire home/apt,15,4,0,0,2,1,95
Entire home/apt,14,2,2,0,4,2,95
Entire home/apt,2,42,0,0,4,1,83
Entire home/apt,12,21,13,4.5,3,0,90
Entire home/apt,4,47,81,5,4,2,83
Entire home/apt,12,19,10,5,3,0,90
Entire home/apt,12,19,4,4,4,2,95
Entire home/apt,7,10,70,5,5,2,93
Entire home/apt,12,17,2,0,5,2,101
Entire home/apt,12,16,20,4.5,2,1,83
Entire home/apt,2,47,3,5,4,1,95
Entire home/apt,12,13,63,4.5,6,2,90
Entire home/apt,2,31,43,5,4,2,95
Entire home/apt,14,4,5,5,3,0,94
Entire home/apt,2,38,0,0,4,1,83
Entire home/apt,13,4,22,5,6,2,101
Entire home/apt,12,15,104,5,3,0,90
Entire home/apt,15,1,18,4.5,4,1,83
Entire home/apt,13,4,162,5,4,2,95
Entire home/apt,12,18,11,5,6,2,93
Entire home/apt,13,4,33,4.5,5,3,95
Entire home/apt,13,2,84,5,4,1,94
Entire home/apt,2,41,12,5,7,3,101
Entire home/apt,12,19,83,4.5,4,1,102
Entire home/apt,13,1,60,5,6,2,90
Entire home/apt,4,47,12,4.5,6,3,95
Entire home/apt,3,54,18,5,6,3,83
Entire home/apt,13,4,19,5,4,1,101
Entire home/apt,14,3,0,0,4,1,95
Entire home/apt,15,1,6,4,2,0,83
Entire home/apt,2,42,0,0,4,1,95
Entire home/apt,15,2,14,4.5,4,2,90
Entire home/apt,13,4,222,4.5,4,0,94
Entire home/apt,3,51,12,5,6,2,83
Entire home/apt,12,14,0,0,4,1,83
Entire home/apt,12,10,1,0,6,3,84
Entire home/apt,11,1,2,0,8,3,83
Entire home/apt,11,10,2,0,6,3,83
Entire home/apt,4,25,4,4,5,2,87
Entire home/apt,11,38,0,0,5,3,83
Entire home/apt,11,61,3,3.5,4,1,87
Entire home/apt,6,3,0,0,4,2,90
Entire home/apt,9,2,1,0,5,2,95
Entire home/apt,6,8,0,0,4,1,90
Entire home/apt,11,45,0,0,4,2,90
Entire home/apt,6,10,1,0,6,3,95
Entire home/apt,11,26,9,5,4,2,83
Entire home/apt,4,22,8,4.5,4,2,95
Entire home/apt,4,25,15,5,6,2,101
Entire home/apt,11,36,0,0,4,1,101
Entire home/apt,11,61,14,4.5,5,3,85
Entire home/apt,11,50,1,0,4,2,90
Entire home/apt,11,53,26,4.5,5,2,83
Entire home/apt,6,8,5,5,5,3,95
Entire home/apt,9,3,11,4,6,3,83
Entire home/apt,1,13,9,5,8,3,83
Entire home/apt,4,28,1,0,9,4,101
Entire home/apt,1,6,0,0,4,2,83
Entire home/apt,11,29,8,5,6,3,90
Entire home/apt,10,61,0,0,4,2,90
Entire home/apt,10,80,0,0,8,4,83
Entire home/apt,10,61,0,0,6,2,83
Entire home/apt,4,32,4,4.5,3,1,83
Entire home/apt,10,61,0,0,6,3,83
Entire home/apt,4,23,0,0,6,2,84
Entire home/apt,12,3,0,0,4,1,83
Entire home/apt,4,29,0,0,6,4,101
Entire home/apt,10,65,2,0,5,2,90
Entire home/apt,3,25,2,0,4,3,83
Entire home/apt,4,22,3,5,2,0,83
Entire home/apt,4,23,2,0,5,2,90
Entire home/apt,4,29,17,4.5,6,3,95
Entire home/apt,4,31,2,0,4,2,83
Entire home/apt,4,33,2,0,3,0,83
Entire home/apt,10,89,0,0,6,3,95
Entire home/apt,10,68,0,0,4,1,101
Entire home/apt,10,85,0,0,2,1,101
Entire home/apt,4,22,0,0,6,2,84
Entire home/apt,10,65,5,4,4,2,90
Entire home/apt,10,73,0,0,6,3,101
Entire home/apt,4,3,8,4.5,5,2,95
Entire home/apt,4,10,5,5,7,3,83
Entire home/apt,2,15,0,0,4,1,90
Entire home/apt,10,55,0,0,8,2,95
Entire home/apt,12,2,0,0,4,2,83
Entire home/apt,12,2,5,4.5,5,3,95
Entire home/apt,2,3,7,3.5,6,3,95
Entire home/apt,10,83,9,5,6,2,95
Entire home/apt,10,54,3,4.5,5,3,95
Entire home/apt,3,7,2,0,7,3,101
Entire home/apt,10,45,4,3.5,6,3,83
Entire home/apt,2,7,2,0,4,1,90
Entire home/apt,10,73,23,4.5,8,4,83
Entire home/apt,4,19,0,0,4,1,101
Entire home/apt,3,18,0,0,5,3,101
Entire home/apt,2,9,1,0,5,4,83
Entire home/apt,4,27,1,0,4,1,83
Entire home/apt,12,3,1,0,5,2,101
Entire home/apt,4,26,1,0,6,3,95
Entire home/apt,10,1,5,5,6,2,83
Entire home/apt,12,5,0,0,4,2,101
Entire home/apt,10,45,9,4.5,5,3,90
Entire home/apt,13,3,65,5,4,1,83
Entire home/apt,13,2,3,4.5,2,0,66
Entire home/apt,13,2,107,4.5,3,0,66
Entire home/apt,15,5,17,5,4,1,69
Entire home/apt,8,3,0,0,4,1,66
Entire home/apt,15,5,4,4.5,2,1,71
Entire home/apt,13,3,15,4,2,1,71
Entire home/apt,13,1,1,0,4,1,66
Entire home/apt,13,4,4,5,4,1,66
Entire home/apt,7,15,17,4.5,4,2,77
Entire home/apt,13,3,5,4.5,4,1,71
Entire home/apt,13,2,3,4.5,2,0,71
Entire home/apt,13,1,3,5,3,2,82
Entire home/apt,15,3,0,0,2,1,73
Entire home/apt,14,4,16,5,2,0,74
Entire home/apt,8,6,49,5,4,1,71
Entire home/apt,13,3,28,4.5,4,1,77
Entire home/apt,15,5,3,4.5,4,2,70
Entire home/apt,8,3,71,5,3,1,66
Entire home/apt,13,2,1,0,4,1,71
Entire home/apt,13,4,58,4.5,2,1,78
Entire home/apt,13,2,31,5,6,2,81
Entire home/apt,13,1,34,4.5,4,1,77
Entire home/apt,13,4,45,5,4,1,77
Entire home/apt,13,2,40,4.5,9,4,71
Entire home/apt,13,1,45,4,4,2,66
Entire home/apt,13,2,145,4.5,4,1,66
Entire home/apt,13,1,56,4,4,2,66
Entire home/apt,13,1,8,5,3,1,66
Entire home/apt,13,3,32,5,4,0,66
Entire home/apt,13,1,30,4.5,2,0,68
Entire home/apt,14,3,9,4.5,2,1,66
Entire home/apt,14,1,1,0,4,1,63
Entire home/apt,15,5,2,0,4,0,66
Entire home/apt,15,1,1,0,6,2,69
Entire home/apt,15,1,1,0,2,0,71
Entire home/apt,8,3,12,5,6,2,66
Entire home/apt,13,2,46,4.5,4,1,77
Entire home/apt,13,2,20,5,5,1,70
Entire home/apt,13,2,8,4,4,1,68
Entire home/apt,13,2,64,5,4,2,71
Entire home/apt,15,3,5,5,3,2,66
Entire home/apt,13,3,53,5,3,0,66
Entire home/apt,13,2,246,4.5,4,1,76
Entire home/apt,13,2,128,4.5,4,1,71
Entire home/apt,13,4,152,4.5,3,1,74
Entire home/apt,13,2,13,4.5,4,1,71
Entire home/apt,13,3,42,4.5,4,1,66
Entire home/apt,13,4,116,4.5,4,1,71
Entire home/apt,14,4,0,0,4,1,71
Entire home/apt,14,1,76,5,3,1,71
Entire home/apt,14,8,0,0,4,1,71
Entire home/apt,15,2,14,4.5,4,2,71
Entire home/apt,4,44,2,0,4,2,67
Entire home/apt,15,2,1,0,3,0,66
Entire home/apt,15,2,0,0,2,0,66
Entire home/apt,15,2,196,5,7,2,71
Entire home/apt,15,2,2,0,2,0,71
Entire home/apt,8,3,17,5,4,2,71
Entire home/apt,13,1,23,5,4,2,71
Entire home/apt,8,5,2,0,4,1,70
Entire home/apt,15,5,18,4.5,4,1,66
Entire home/apt,13,2,23,5,4,1,76
Entire home/apt,15,5,33,4.5,4,1,77
Entire home/apt,12,21,5,5,4,1,71
Entire home/apt,14,8,14,4,5,3,82
Entire home/apt,14,4,0,0,4,1,63
Entire home/apt,14,9,150,4.5,6,3,82
Entire home/apt,2,49,18,4,3,1,68
Entire home/apt,14,8,99,4.5,6,2,66
Entire home/apt,2,47,1,0,3,0,77
Entire home/apt,14,9,23,4.5,4,2,82
Entire home/apt,2,45,8,5,6,3,77
Entire home/apt,2,19,1,0,8,3,66
Entire home/apt,2,49,0,0,2,1,71
Entire home/apt,2,49,4,5,2,1,71
Entire home/apt,2,48,46,5,5,2,71
Entire home/apt,2,48,78,4.5,4,2,77
Entire home/apt,14,8,1,0,4,1,81
Entire home/apt,13,4,191,4.5,6,2,71
Entire home/apt,14,7,37,4.5,6,3,71
Entire home/apt,8,3,1,0,4,1,74
Entire home/apt,13,3,6,5,4,1,67
Entire home/apt,8,3,8,5,4,2,71
Entire home/apt,14,9,96,4.5,6,2,79
Entire home/apt,13,3,168,4.5,4,1,66
Entire home/apt,13,3,0,0,4,1,71
Entire home/apt,14,8,55,4,6,2,71
Entire home/apt,13,3,22,5,2,1,69
Entire home/apt,13,3,6,4.5,3,1,77
Entire home/apt,2,45,47,4.5,4,1,82
Entire home/apt,8,2,0,0,2,0,66
Entire home/apt,8,2,9,4.5,4,1,77
Entire home/apt,7,15,4,5,4,1,66
Entire home/apt,7,14,1,0,5,2,66
Entire home/apt,8,2,4,4.5,3,0,77
Entire home/apt,7,12,0,0,2,1,68
Entire home/apt,7,8,0,0,3,1,63
Entire home/apt,8,2,3,4.5,4,1,77
Entire home/apt,8,2,2,0,7,0,82
Entire home/apt,7,14,101,5,5,1,75
Entire home/apt,8,1,0,0,2,1,71
Entire home/apt,8,4,8,4.5,2,1,77
Entire home/apt,7,13,18,4,6,3,69
Entire home/apt,7,8,56,4.5,3,1,71
Entire home/apt,8,4,5,3.5,4,1,77
Entire home/apt,7,12,32,5,5,2,71
Entire home/apt,7,5,26,4.5,4,1,64
Entire home/apt,7,10,11,4.5,7,3,81
Entire home/apt,7,6,72,4.5,2,1,66
Entire home/apt,15,4,2,0,2,1,71
Entire home/apt,8,1,10,4,3,2,71
Entire home/apt,15,5,7,4.5,4,1,66
Entire home/apt,15,3,18,4.5,2,0,66
Entire home/apt,15,1,2,0,4,0,66
Entire home/apt,8,3,124,5,4,1,77
Entire home/apt,15,5,27,4.5,4,1,66
Entire home/apt,15,5,122,5,3,0,71
Entire home/apt,15,2,3,4.5,4,0,66
Entire home/apt,8,2,1,0,3,0,71
Entire home/apt,15,3,47,4.5,2,1,67
Entire home/apt,8,4,3,5,4,1,81
Entire home/apt,14,1,56,5,2,1,75
Entire home/apt,8,4,96,4.5,5,3,79
Entire home/apt,15,3,37,4.5,2,0,66
Entire home/apt,15,3,0,0,2,1,77
Entire home/apt,15,1,41,5,3,1,77
Entire home/apt,14,6,139,4.5,2,1,77
Entire home/apt,15,5,226,5,4,1,66
Entire home/apt,15,5,59,5,4,2,77
Entire home/apt,14,6,48,5,2,0,63
Entire home/apt,15,4,122,4.5,4,1,82
Entire home/apt,15,3,1,0,3,1,71
Entire home/apt,14,1,238,5,2,1,77
Entire home/apt,15,5,24,4,4,2,71
Entire home/apt,15,3,0,0,3,1,77
Entire home/apt,15,5,90,5,4,1,66
Entire home/apt,15,5,3,4.5,6,2,77
Entire home/apt,15,3,31,5,3,0,66
Entire home/apt,15,3,3,5,4,1,71
Entire home/apt,14,1,85,5,2,1,71
Entire home/apt,12,20,38,4.5,5,3,82
Entire home/apt,15,4,77,4.5,4,1,82
Entire home/apt,14,6,20,4.5,2,0,69
Entire home/apt,12,20,18,5,4,0,70
Entire home/apt,14,1,112,5,4,1,75
Entire home/apt,14,1,69,4.5,6,3,63
Entire home/apt,12,18,0,0,4,1,66
Entire home/apt,14,1,132,5,4,1,71
Entire home/apt,12,16,6,5,4,1,67
Entire home/apt,4,44,0,0,4,1,71
Entire home/apt,15,1,0,0,4,0,66
Entire home/apt,15,1,20,4.5,6,2,64
Entire home/apt,8,1,5,4.5,2,0,64
Entire home/apt,8,1,12,5,8,3,82
Entire home/apt,15,1,22,4.5,6,2,63
Entire home/apt,4,47,94,4.5,5,2,82
Entire home/apt,8,1,28,4.5,8,3,81
Entire home/apt,4,46,37,5,4,1,79
Entire home/apt,15,5,70,5,2,1,71
Entire home/apt,15,1,40,5,3,0,64
Entire home/apt,8,3,118,5,6,2,68
Entire home/apt,4,47,48,5,3,0,64
Entire home/apt,15,4,73,4.5,3,1,77
Entire home/apt,15,4,81,4.5,4,1,66
Entire home/apt,15,1,0,0,4,1,66
Entire home/apt,15,4,20,4.5,4,1,66
Entire home/apt,15,4,35,4.5,2,1,66
Entire home/apt,15,4,158,5,2,0,66
Entire home/apt,15,3,35,4.5,2,0,66
Entire home/apt,14,1,1,0,4,1,63
Entire home/apt,4,43,0,0,3,1,66
Entire home/apt,15,4,21,5,4,0,71
Entire home/apt,15,4,64,5,4,1,66
Entire home/apt,12,15,4,4.5,3,1,81
Entire home/apt,4,30,0,0,2,0,66
Entire home/apt,4,38,0,0,4,2,69
Entire home/apt,4,40,14,4,4,2,77
Entire home/apt,7,5,4,5,4,1,63
Entire home/apt,7,5,1,0,6,2,71
Entire home/apt,4,31,2,0,4,1,66
Entire home/apt,7,5,75,5,5,2,71
Entire home/apt,4,33,20,4,5,2,71
Entire home/apt,4,41,8,4.5,3,0,66
Entire home/apt,4,39,0,0,4,1,77
Entire home/apt,4,43,0,0,2,0,75
Entire home/apt,15,1,100,5,2,0,71
Entire home/apt,7,9,8,4.5,6,2,77
Entire home/apt,4,47,0,0,3,1,66
Entire home/apt,7,15,69,5,4,2,81
Entire home/apt,4,46,1,0,4,1,66
Entire home/apt,7,15,21,5,4,2,66
Entire home/apt,15,1,0,0,3,1,66
Entire home/apt,4,41,6,5,5,2,69
Entire home/apt,7,10,98,5,4,1,69
Entire home/apt,15,1,2,0,5,1,71
Entire home/apt,15,1,0,0,2,0,66
Entire home/apt,12,20,20,5,4,1,77
Entire home/apt,15,1,80,5,4,1,66
Entire home/apt,4,47,12,5,4,1,66
Entire home/apt,15,2,100,4.5,4,1,66
Entire home/apt,8,1,13,4.5,4,1,75
Entire home/apt,4,38,6,5,4,1,77
Entire home/apt,4,41,1,0,4,2,71
Entire home/apt,4,36,3,4.5,3,1,66
Entire home/apt,4,43,0,0,3,1,66
Entire home/apt,4,36,12,4,6,2,76
Entire home/apt,15,1,42,5,2,0,82
Entire home/apt,12,13,0,0,6,2,95
Entire home/apt,4,45,72,5,4,2,83
Entire home/apt,12,17,0,0,6,2,95
Entire home/apt,15,1,51,5,4,1,83
Entire home/apt,4,43,124,5,3,0,91
Entire home/apt,4,28,105,4.5,4,1,100
Entire home/apt,12,11,1,0,4,1,93
Entire home/apt,4,43,16,5,3,0,95
Entire home/apt,4,46,11,4.5,3,1,95
Entire home/apt,4,45,30,4.5,5,2,66
Entire home/apt,4,46,0,0,5,2,66
Entire home/apt,4,39,30,5,4,2,67
Entire home/apt,4,44,55,5,4,1,66
Entire home/apt,8,3,13,4.5,2,0,64
Entire home/apt,4,39,0,0,3,0,66
Entire home/apt,4,46,0,0,4,3,77
Entire home/apt,4,31,20,4.5,4,2,77
Entire home/apt,15,2,0,0,2,0,77
Entire home/apt,7,10,15,4.5,2,1,68
Entire home/apt,15,2,42,4.5,6,2,77
Entire home/apt,4,45,1,0,3,1,75
Entire home/apt,15,2,0,0,2,1,68
Entire home/apt,7,9,116,4.5,4,1,66
Entire home/apt,8,2,0,0,4,1,77
Entire home/apt,4,39,29,4,6,3,71
Entire home/apt,8,3,0,0,2,0,71
Entire home/apt,8,1,2,0,3,1,75
Entire home/apt,14,1,284,5,2,1,75
Entire home/apt,4,45,16,4.5,4,1,77
Entire home/apt,4,46,0,0,3,1,77
Entire home/apt,15,2,100,5,2,0,71
Entire home/apt,15,1,159,5,6,2,71
Entire home/apt,4,45,4,4.5,3,1,63
Entire home/apt,4,46,8,5,4,1,71
Entire home/apt,7,11,80,4.5,3,1,66
Entire home/apt,4,46,1,0,3,1,75
Entire home/apt,15,1,11,5,2,0,66
Entire home/apt,8,2,92,5,3,0,64
Entire home/apt,15,2,60,4,4,2,66
Entire home/apt,4,40,59,5,4,2,70
Entire home/apt,4,45,2,0,4,1,66
Entire home/apt,15,2,41,4,4,1,71
Entire home/apt,8,3,24,5,3,1,77
Entire home/apt,14,4,3,5,2,0,71
Entire home/apt,12,20,0,0,3,1,66
Entire home/apt,12,19,0,0,4,1,74
Entire home/apt,12,20,0,0,2,1,71
Entire home/apt,14,1,21,4.5,6,2,82
Entire home/apt,14,7,66,5,4,1,66
Entire home/apt,12,20,2,0,4,1,77
Entire home/apt,14,1,26,4.5,2,1,75
Entire home/apt,14,1,1,0,4,1,66
Entire home/apt,14,5,112,5,5,2,76
Entire home/apt,14,1,15,4,4,2,71
Entire home/apt,12,18,0,0,3,1,66
Entire home/apt,14,1,30,4.5,4,1,66
Entire home/apt,14,7,9,4.5,4,1,71
Entire home/apt,14,5,17,5,4,1,71
Entire home/apt,12,20,25,4.5,3,2,79
Entire home/apt,14,5,19,4.5,3,0,77
Entire home/apt,14,1,8,4.5,3,1,77
Entire home/apt,14,6,12,5,3,1,77
Entire home/apt,12,20,0,0,8,2,71
Entire home/apt,14,4,27,5,3,0,77
Entire home/apt,14,1,107,5,2,1,66
Entire home/apt,14,5,1,0,4,0,66
Entire home/apt,12,20,0,0,2,1,77
Entire home/apt,14,1,4,5,2,1,71
Entire home/apt,14,1,191,4.5,3,2,66
Entire home/apt,14,5,42,5,4,1,82
Entire home/apt,14,5,0,0,4,0,66
Entire home/apt,12,19,30,5,3,1,79
Entire home/apt,14,2,17,5,4,1,66
Entire home/apt,14,1,124,5,4,1,66
Entire home/apt,12,19,0,0,4,1,66
Entire home/apt,12,20,0,0,8,2,69
Entire home/apt,14,2,22,5,4,1,77
Entire home/apt,14,3,10,4,2,1,77
Entire home/apt,2,47,25,4.5,5,3,76
Entire home/apt,2,46,77,4.5,4,2,64
Entire home/apt,2,48,1,0,4,2,77
Entire home/apt,14,7,0,0,2,0,82
Entire home/apt,2,34,7,4.5,4,2,77
Entire home/apt,14,3,173,5,6,2,66
Entire home/apt,14,3,5,4.5,3,1,67
Entire home/apt,12,12,18,4.5,6,2,63
Entire home/apt,12,18,2,0,3,0,71
Entire home/apt,12,18,5,5,4,0,66
Entire home/apt,12,14,2,0,3,1,63
Entire home/apt,12,21,0,0,4,1,71
Entire home/apt,2,25,7,5,5,1,77
Entire home/apt,12,19,82,4.5,6,1,71
Entire home/apt,12,15,0,0,3,1,66
Entire home/apt,12,15,6,5,2,1,82
Entire home/apt,12,15,0,0,5,2,75
Entire home/apt,12,16,2,0,4,2,71
Entire home/apt,12,14,15,5,7,3,66
Entire home/apt,12,15,8,4.5,2,0,66
Entire home/apt,12,20,0,0,2,0,66
Entire home/apt,12,15,1,0,3,1,77
Entire home/apt,12,15,0,0,2,0,66
Entire home/apt,12,18,21,4.5,3,0,71
Entire home/apt,12,15,18,5,3,1,66
Entire home/apt,12,15,0,0,2,0,66
Entire home/apt,12,18,0,0,4,1,66
Entire home/apt,12,20,2,0,2,1,71
Entire home/apt,12,15,241,4.5,5,2,71
Entire home/apt,12,20,1,0,2,1,66
Entire home/apt,12,12,0,0,2,0,75
Entire home/apt,12,13,5,5,3,1,64
Entire home/apt,12,13,55,4.5,4,1,66
Entire home/apt,12,15,12,5,4,2,71
Entire home/apt,2,34,0,0,5,3,77
Entire home/apt,2,25,4,4.5,5,1,71
Entire home/apt,2,33,3,4.5,2,1,77
Entire home/apt,14,1,19,4,4,1,66
Entire home/apt,12,16,0,0,2,0,66
Entire home/apt,14,5,32,5,2,0,71
Entire home/apt,14,1,3,4.5,3,0,69
Entire home/apt,12,20,13,5,3,1,66
Entire home/apt,14,1,3,4.5,4,1,66
Entire home/apt,14,1,16,5,6,1,66
Entire home/apt,14,2,1,0,4,1,71
Entire home/apt,12,18,0,0,1,1,70
Entire home/apt,12,20,13,5,3,1,79
Entire home/apt,2,40,21,4.5,4,0,71
Entire home/apt,14,5,82,5,4,1,71
Entire home/apt,15,1,53,4.5,4,1,66
Entire home/apt,12,14,4,5,4,0,70
Entire home/apt,12,19,44,4,7,2,71
Entire home/apt,12,15,2,0,4,0,66
Entire home/apt,12,15,0,0,2,1,66
Entire home/apt,12,18,136,5,4,1,70
Entire home/apt,2,11,0,0,4,1,71
Entire home/apt,4,42,14,5,3,1,66
Entire home/apt,12,14,18,4.5,4,1,71
Entire home/apt,12,18,62,5,4,1,71
Entire home/apt,12,15,11,5,5,1,66
Entire home/apt,12,15,46,4.5,6,2,70
Entire home/apt,15,1,1,0,4,0,68
Entire home/apt,12,13,5,5,6,3,77
Entire home/apt,12,10,0,0,2,0,66
Entire home/apt,12,13,7,5,4,2,67
Entire home/apt,15,1,14,5,2,1,66
Entire home/apt,12,13,27,5,4,1,66
Entire home/apt,12,14,27,5,4,1,64
Entire home/apt,12,18,114,4.5,10,4,77
Entire home/apt,4,44,66,5,4,1,66
Entire home/apt,2,31,62,5,6,1,68
Entire home/apt,12,14,57,4.5,6,2,71
Entire home/apt,12,6,17,5,6,2,66
Entire home/apt,4,43,0,0,4,1,66
Entire home/apt,2,30,42,5,4,1,71
Entire home/apt,4,42,32,4.5,6,2,71
Entire home/apt,12,19,98,4.5,4,0,71
Entire home/apt,12,2,0,0,4,1,66
Entire home/apt,12,16,14,4.5,4,1,66
Entire home/apt,12,7,0,0,2,1,77
Entire home/apt,12,14,31,4.5,4,1,71
Entire home/apt,4,44,28,4.5,4,1,71
Entire home/apt,2,39,0,0,2,1,77
Entire home/apt,12,9,8,5,4,1,77
Entire home/apt,12,16,85,4.5,6,2,71
Entire home/apt,4,43,1,0,4,1,74
Entire home/apt,3,46,0,0,4,1,71
Entire home/apt,3,49,1,0,4,1,71
Entire home/apt,3,46,0,0,2,0,71
Entire home/apt,3,43,1,0,7,2,82
Entire home/apt,3,40,0,0,5,3,77
Entire home/apt,14,5,86,5,3,2,76
Entire home/apt,2,20,46,4.5,4,2,77
Entire home/apt,12,11,0,0,3,1,66
Entire home/apt,12,19,21,5,4,1,71
Entire home/apt,2,20,24,4.5,4,2,66
Entire home/apt,12,18,107,4.5,4,2,74
Entire home/apt,12,10,114,5,3,0,69
Entire home/apt,12,15,32,4.5,4,2,76
Entire home/apt,2,47,18,4.5,4,0,81
Entire home/apt,15,4,36,5,4,1,71
Entire home/apt,2,33,0,0,2,0,68
Entire home/apt,12,18,9,4.5,6,2,78
Entire home/apt,12,20,122,4.5,6,3,79
Entire home/apt,14,2,5,4.5,4,1,66
Entire home/apt,12,18,42,5,3,1,77
Entire home/apt,12,21,1,0,3,2,66
Entire home/apt,14,2,2,0,4,1,77
Entire home/apt,12,20,15,5,2,0,64
Entire home/apt,14,7,0,0,6,2,71
Entire home/apt,14,6,106,5,4,1,63
Entire home/apt,2,47,36,5,6,2,75
Entire home/apt,12,18,358,4.5,4,2,66
Entire home/apt,14,6,301,5,2,1,71
Entire home/apt,2,43,52,5,7,2,77
Entire home/apt,14,7,25,4.5,5,3,71
Entire home/apt,14,1,7,4.5,4,2,63
Entire home/apt,4,35,9,4.5,4,1,74
Entire home/apt,12,15,17,5,4,1,71
Entire home/apt,14,1,212,4.5,4,1,69
Entire home/apt,2,39,10,4.5,6,3,74
Entire home/apt,12,22,1,0,4,1,77
Entire home/apt,3,49,0,0,4,1,71
Entire home/apt,4,45,32,5,3,0,66
Entire home/apt,2,41,9,5,2,0,66
Entire home/apt,2,26,0,0,4,2,71
Entire home/apt,2,30,65,5,8,3,77
Entire home/apt,2,33,34,4.5,8,3,67
Entire home/apt,15,4,136,5,4,1,77
Entire home/apt,12,14,1,0,6,2,71
Entire home/apt,12,19,35,4.5,3,1,71
Entire home/apt,15,4,138,5,4,1,77
Entire home/apt,12,16,80,5,5,1,66
Entire home/apt,12,20,26,4.5,6,2,77
Entire home/apt,14,7,23,4.5,6,0,66
Entire home/apt,12,13,35,5,2,0,70
Entire home/apt,12,18,0,0,3,1,77
Entire home/apt,12,20,204,5,4,1,67
Entire home/apt,12,13,63,4.5,3,0,64
Entire home/apt,13,2,270,5,2,1,71
Entire home/apt,14,5,15,4.5,4,1,66
Entire home/apt,12,19,93,4.5,4,1,71
Entire home/apt,2,39,31,4.5,6,2,77
Entire home/apt,14,1,194,5,4,2,74
Entire home/apt,7,10,32,5,2,1,71
Entire home/apt,4,46,19,5,6,2,71
Entire home/apt,14,1,18,4,2,0,81
Entire home/apt,14,6,67,5,4,1,81
Entire home/apt,15,4,46,5,4,2,81
Entire home/apt,14,6,2,0,2,1,66
Entire home/apt,15,2,0,0,5,3,82
Entire home/apt,12,21,20,5,3,1,71
Entire home/apt,12,19,51,5,3,1,69
Entire home/apt,2,30,13,5,4,1,71
Entire home/apt,3,51,2,0,4,1,66
Entire home/apt,2,33,65,5,5,1,71
Entire home/apt,2,34,64,5,3,0,71
Entire home/apt,2,41,72,4.5,4,2,71
Entire home/apt,2,23,47,4.5,6,3,77
Entire home/apt,12,19,56,5,5,0,77
